dataset,statistic_type,statistic_config,build_window_size_sec,bytesPerSecond,query_name,time,tuplesPerSecond,tuplesPerSecond_listener,latency_listener,executionMode,numberOfWorkerThreads,buffersInGlobalBufferManager,joinStrategy,bufferSizeInBytes,pageSize,enableLatency,statisticStoreType,issue
ClusterMonitoring,Reservoir,100,1,856894864.8150796,ClusterMonitoring_ReservoirBuild_100_1sec,1.782904811,10459928.586731488,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,1,847265946.8811547,ClusterMonitoring_ReservoirBuild_100_1sec,1.803166978,10342390.487144336,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,1,844973453.774873,ClusterMonitoring_ReservoirBuild_100_1sec,1.808059141,10314406.524161369,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,1,1122794130.4888341,ClusterMonitoring_ReservoirBuild_100_1sec,1.360678628,13705702.886956787,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,1,1201755539.834665,ClusterMonitoring_ReservoirBuild_100_1sec,1.271275169,14669567.57652206,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,1,1175360152.8001919,ClusterMonitoring_ReservoirBuild_100_1sec,1.299824546,14347364.848116972,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,332202205.45157063,ClusterMonitoring_ReservoirBuild_1000_1sec,4.598891735,4055119.814643778,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,327919587.2686161,ClusterMonitoring_ReservoirBuild_1000_1sec,4.658953098,4002842.829219656,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,332827317.12616104,ClusterMonitoring_ReservoirBuild_1000_1sec,4.59025416,4062750.416417029,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,768830191.3923329,ClusterMonitoring_ReservoirBuild_1000_1sec,1.987125368,9384942.339481018,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,772956350.9498757,ClusterMonitoring_ReservoirBuild_1000_1sec,1.976517788,9435309.468613798,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,775939443.2158084,ClusterMonitoring_ReservoirBuild_1000_1sec,1.968919083,9471723.424806686,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,1188041638.0993593,ClusterMonitoring_ReservoirBuild_1000_1sec,1.285949859,14502164.97127047,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,1069257499.7022847,ClusterMonitoring_ReservoirBuild_1000_1sec,1.428806417,13052192.919987423,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,1,1029725719.8646545,ClusterMonitoring_ReservoirBuild_1000_1sec,1.483659141,12569637.111816911,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,436696120.651294,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,3.498455573,5330654.230377445,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,414500547.0189545,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,3.685790014,5059717.707510182,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,433467210.7065799,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,3.524515671,5291239.631432469,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,988850347.4690614,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,1.544988057,12070680.362547293,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,991576331.2500249,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,1.540740666,12103955.85158132,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,1002232933.8545632,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,1.524358186,12234038.673637562,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,1192264683.7408354,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,1.281394977,14553714.767683221,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,1255530530.2083054,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,1.216825828,15325987.146946063,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,1384572553.1505232,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,1.103417783,16901174.95595954,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,202098887.86534488,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,7.559477408,2466977.013551781,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,201714179.04503128,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,7.573894826,2462280.956949745,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,203943511.49075994,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,7.491103619,2489493.9315349497,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,491809896.30055475,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,3.106407554,6003416.060454249,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,499088151.4531828,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,3.061106485,6092260.132531784,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,497009017.64953494,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,3.073911987,6066880.599987719,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,676787802.6091176,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,2.257372209,8261400.989011643,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,690062746.5624492,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,2.213946463,8423445.332426721,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,686234329.6446992,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,2.226297798,8376712.682711821,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,299649951.8960027,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,5.098488978,3657761.56042913,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,298669952.0094706,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,5.115218209,3645798.9157115156,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,299134615.73528427,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,5.107272434,3651470.964393829,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,817500821.1718663,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,1.868820113,9979054.094223568,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,811645474.9053688,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,1.882302094,9907579.160351293,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,816060333.8558352,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,1.872118903,9961470.379961224,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,1136932299.967078,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,1.343758091,13878284.435944654,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,1241461543.506418,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,1.230615628,15154250.097009169,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",1,1191256638.124696,ClusterMonitoring_CountMinBuild_1_100_uint64_1sec,1.282479298,14541409.774865622,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,82048058.00736319,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,18.620330744,1001542.7360767615,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,82436435.04951583,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,18.532606075,1006283.5698621518,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,82412688.25780897,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,18.53794615,1005993.6979588217,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,281401605.1638031,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,5.429116071,3435007.974800029,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,282842381.73648685,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,5.401460586,3452595.2199551975,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,281720167.7158372,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,5.422976954,3438896.5983424312,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,584468458.8117112,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,2.613934001,7134478.909132947,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,593637390.0507756,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,2.573560902,7246402.051533809,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",1,584587329.6179011,ClusterMonitoring_CountMinBuild_10_100_uint64_1sec,2.61340248,7135929.93911906,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,3802346276.7753234,ClusterMonitoring_ReservoirBuild_100_60sec,0.401794541,46414411.09076691,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,3895582980.0237474,ClusterMonitoring_ReservoirBuild_100_60sec,0.392178009,47552531.177238956,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,3812376578.4731073,ClusterMonitoring_ReservoirBuild_100_60sec,0.400737426,46536848.79435244,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,8591742563.031319,ClusterMonitoring_ReservoirBuild_100_60sec,0.177817476,104877526.21120322,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,10672297252.740652,ClusterMonitoring_ReservoirBuild_100_60sec,0.14315212,130274403.20129384,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,8507991011.176786,ClusterMonitoring_ReservoirBuild_100_60sec,0.179567888,103855189.29754299,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,11517746633.317997,ClusterMonitoring_ReservoirBuild_100_60sec,0.132644173,140594619.260056,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,11218585696.784367,ClusterMonitoring_ReservoirBuild_100_60sec,0.136181335,136942827.0034216,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,100,60,9448308497.634127,ClusterMonitoring_ReservoirBuild_100_60sec,0.161696877,115333439.61862665,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,2083521437.374597,ClusterMonitoring_ReservoirBuild_1000_60sec,0.733259543,25433091.431310564,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,2079594060.5957937,ClusterMonitoring_ReservoirBuild_1000_60sec,0.734644326,25385150.80017102,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,2063932293.7813983,ClusterMonitoring_ReservoirBuild_1000_60sec,0.740219038,25193971.031045,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,5208561765.174307,ClusterMonitoring_ReservoirBuild_1000_60sec,0.293317435,63579776.63346197,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,4836713705.115549,ClusterMonitoring_ReservoirBuild_1000_60sec,0.315867771,59040708.524833955,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,5255109033.533672,ClusterMonitoring_ReservoirBuild_1000_60sec,0.290719368,64147968.97879883,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,8288962850.833537,ClusterMonitoring_ReservoirBuild_1000_60sec,0.184312803,101181560.34987977,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,8091278208.032269,ClusterMonitoring_ReservoirBuild_1000_60sec,0.1888159,98768467.06236073,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,Reservoir,1000,60,7928622812.8804,ClusterMonitoring_ReservoirBuild_1000_60sec,0.192689451,96782968.1553247,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,5994647723.045625,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.254854338,73175356.3480642,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,6060262135.5902,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.252095032,73976297.16082624,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,5998270842.912971,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.254700399,73219582.98149347,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,13325642015.938433,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.114648283,162663203.59983063,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,13272697688.038857,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.115105611,162016923.744925,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,13173309171.490757,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.115974047,160803709.81621432,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,11024123457.727116,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.138583533,134569068.8950757,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,13376233052.034079,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.114214665,163280757.33532116,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,13533693592.368309,ClusterMonitoring_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,0.112885811,165202843.7834406,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,5157965291.607059,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.296194699,62962156.52394238,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,4882972275.08272,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.312875415,59605376.79190933,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,5210441018.50198,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.293211644,63602716.26866224,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,11992554579.668123,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.127392539,146390496.22835448,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,11175262326.0257,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.136709272,136413988.07244033,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,11408794269.527233,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.133910906,139264661.5354839,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,12325988516.35924,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.123946406,150460651.5173986,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,10168303975.40197,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.150247473,124122267.2676831,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,9773838865.050322,ClusterMonitoring_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,0.156311353,119307117.76258504,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,3692430697.2565665,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.413755085,45072695.60203713,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,3716354700.464038,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.41109154,45364730.68747657,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,3470742222.2934957,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.440183073,42366592.77445682,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,9954058946.083902,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.153481307,121507024.95646586,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,9427948109.37536,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.162046074,115084904.80306236,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,10112185885.05595,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.151081279,123437245.98730727,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,12947368560.66264,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.117997875,158045702.09421143,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,12832786569.774113,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.11905146,156647024.7403938,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(1, 100, uint64)",60,10731201191.899605,ClusterMonitoring_CountMinBuild_1_100_uint64_60sec,0.142366353,130993430.73008269,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,901071637.7046888,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,1.695494468,10999184.811259437,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,910170893.0143839,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,1.678544094,11110257.434798134,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,903185519.5470905,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,1.691526208,11024988.505528376,-1,,COMPILER,1,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,2938187325.6237235,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,0.51996752,35865811.387603596,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,2954977676.7233734,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,0.517013035,36070767.53877202,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,2981934882.3213487,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,0.512339148,36399828.26375782,-1,,COMPILER,4,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,6816015585.944988,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,0.22414297,83201614.57662492,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,6961572326.325842,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,0.219456454,84978393.93686731,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
ClusterMonitoring,CountMin,"(10, 100, uint64)",60,8502262037.533719,ClusterMonitoring_CountMinBuild_10_100_uint64_60sec,0.179688884,103785256.96670252,-1,,COMPILER,16,200000,HASH_JOIN,102400,8192,False,SUB_STORES,ok
