dataset,statistic_type,statistic_config,build_window_size_sec,bytesPerSecond,query_name,time,tuplesPerSecond,tuplesPerSecond_listener,latency_listener,executionMode,numberOfWorkerThreads,buffersInGlobalBufferManager,joinStrategy,bufferSizeInBytes,pageSize,enableLatency,issue
Nexmark,Reservoir,100,1,133316827.70098194,Nexmark_ReservoirBuild_100_1sec,50.095061435,3672851.489337634,3668024.0,3.18756043956044e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,128907725.78353654,Nexmark_ReservoirBuild_100_1sec,51.808490402,3551381.6282301336,3551297.2972972975,3.5200313971742545e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,131006824.83175007,Nexmark_ReservoirBuild_100_1sec,50.978372177,3609211.3800960453,3600443.137254902,3.703145996860283e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,129712075.14610018,Nexmark_ReservoirBuild_100_1sec,51.487224042,3573541.289581106,3566455.252918288,4.11130612244898e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,106445510.97850734,Nexmark_ReservoirBuild_100_1sec,62.741158482,2932552.1786912163,2925337.101910828,3.961010989010989e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,128765709.409241,Nexmark_ReservoirBuild_100_1sec,51.865630257,3547469.1060014204,3548100.3861003863,4.259031397174255e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,84677022.81924713,Nexmark_ReservoirBuild_100_1sec,78.870447397,2332834.7571539003,2325657.170050761,7.779565149136578e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,84416450.11334977,Nexmark_ReservoirBuild_100_1sec,79.113900964,2325656.032101408,2320465.4430379746,7.703259026687598e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,1,87751359.36052145,Nexmark_ReservoirBuild_100_1sec,76.107250334,2417532.1036109473,2415036.8421052634,6.791445839874412e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,127820932.57902756,Nexmark_ReservoirBuild_500_1sec,52.248990359,3521440.6964766746,3519264.367816092,3.461899529042387e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,121326229.51821405,Nexmark_ReservoirBuild_500_1sec,55.045926182,3342512.9480365654,3335120.0,3.5520423861852434e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,128949453.22802004,Nexmark_ReservoirBuild_500_1sec,51.791725415,3552531.210839174,3550787.644787645,3.225806907378336e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,113659969.71788341,Nexmark_ReservoirBuild_500_1sec,58.758722975,3131309.0496926345,3130163.822525597,4.12187284144427e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,124453340.8981925,Nexmark_ReservoirBuild_500_1sec,53.662799454,3428664.2305666246,3427929.104477612,4.4123422291993724e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,129672380.99793357,Nexmark_ReservoirBuild_500_1sec,51.50298485,3572447.723872066,3564096.899224806,4.2776499215070645e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,84869319.90429805,Nexmark_ReservoirBuild_500_1sec,78.69174257,2338132.502737892,2333334.9745547073,6.707469387755102e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,87167444.55515958,Nexmark_ReservoirBuild_500_1sec,76.617075424,2401445.369479155,2395741.1227154047,6.525211930926217e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,1,78609738.91496967,Nexmark_ReservoirBuild_500_1sec,84.957853393,2165682.3195483396,2163075.4716981133,6.530194662480376e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,125972663.97153404,Nexmark_ReservoirBuild_1000_1sec,53.015586584,3470521.27223899,3465596.2264150945,4.4938602825745685e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,125057341.1413527,Nexmark_ReservoirBuild_1000_1sec,53.403619596,3445304.3144248077,3439093.6329588015,3.5207158555729986e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,125751653.56279261,Nexmark_ReservoirBuild_1000_1sec,53.108762269,3464432.4804270086,3460324.5283018867,4.783735949764521e-06,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,119584261.58346544,Nexmark_ReservoirBuild_1000_1sec,55.847772822,3294522.085713694,3284217.652329749,4.2467064364207226e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,117022369.11348434,Nexmark_ReservoirBuild_1000_1sec,57.070410765,3223942.4692004845,3217540.350877193,4.3290266875981164e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,104176242.82531042,Nexmark_ReservoirBuild_1000_1sec,64.107847364,2870034.302591811,2868731.25,4.2900392464678185e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,82809896.98084861,Nexmark_ReservoirBuild_1000_1sec,80.648749938,2281395.8200399457,2275431.3895781636,6.585736263736263e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,87188173.50735763,Nexmark_ReservoirBuild_1000_1sec,76.598859746,2402016.447896381,2400905.7591623035,7.39343328100471e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,1,82423798.95185223,Nexmark_ReservoirBuild_1000_1sec,81.0265331,2270758.8978652726,2266670.6913580247,8.1614568288854e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,128591291.88720672,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,51.935979303,3542663.938742212,3533326.923076923,3.5511412872841445e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,128822426.84638198,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,51.842795059,3549031.659859526,3539413.976833977,3.3873610675039245e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,130617288.36788712,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,51.13040362,3598479.7297401032,3594964.705882353,3.437061224489796e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,112309689.18493333,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,59.465169234,3094109.0956283747,3092249.1582491584,4.192587127158556e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,119367604.82526135,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,55.949138661,3288553.236088576,3284042.8571428573,4.227160125588697e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,124252733.90238054,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,53.749438457,3423137.5486312276,3421115.6716417912,4.030321821036107e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,84150282.88743986,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,79.364138121,2318323.1791603775,2316729.797979798,6.617145996860283e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,83076600.64226453,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,80.389840489,2288743.4516700674,2283601.305970149,6.482263736263736e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",1,83330715.82170965,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_1sec,80.144693444,2295744.2731821253,2288897.3815461346,6.184436420722135e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,128612017.57004927,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,51.927609878,3543234.927089359,3530668.9423076925,1.235801726844584e-06,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,126373548.1055758,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,52.847409716,3481565.5486004823,3474465.909090909,5.446189827315541e-05,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,127770783.11329855,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,52.269497856,3520059.088895181,3519816.091954023,3.58456671899529e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,116853121.76274872,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,57.153070224,3219279.7391090514,3216575.4385964912,4.350604395604396e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,105308977.28055458,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,63.418284428,2901240.9064595457,2896336.7981072557,4.386748822605966e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,127772672.65632108,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,52.268724878,3520111.145421159,3511786.2835249044,5.007690737833594e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,85475573.04703964,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,78.133605145,2354834.653521349,2350214.5,7.328728414442701e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,91937217.51198901,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,72.642123122,2532851.6443688204,2527710.743801653,7.937403453689168e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",1,86815119.70025043,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_1sec,76.928013197,2391738.8913818356,2387682.2916666665,7.851000000000001e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,126389122.48157546,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,52.840897562,3481994.619491774,3470346.603773585,3.5250502354788073e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,127075940.78485323,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,52.555303803,3500916.3240627535,3499965.6488549616,3.4308147566718994e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,126434721.3272328,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,52.821840424,3483250.858415792,3474481.0606060605,3.425789638932496e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,111133169.33225115,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,60.094701826,3061696.212966247,3055746.6666666665,4.3083453689167973e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,122623965.96542895,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,54.463371996,3378265.3232251774,3379551.470588235,9.866960753532183e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,107993507.97663306,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,61.841816227,2975199.181159715,2968132.2006472494,4.070461538461539e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,86361747.6805601,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,77.331861077,2379248.584445651,2374278.6821705424,7.294723704866562e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,83550832.86688161,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,79.93354997,2301808.453009459,2298598.997493734,8.625166405023548e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",1,80419425.04422581,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_1sec,83.04603857,2215538.8043574444,2212076.7108433736,6.787018838304554e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,103276412.07875103,Nexmark_CountMinBuild_1_100_uint64_1sec,64.666408714,2845244.148530651,2842092.879256966,3.5978634222919937e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,103782981.16239516,Nexmark_CountMinBuild_1_100_uint64_1sec,64.350769261,2859200.0237596044,2859386.292834891,3.3688351648351645e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,103882116.35499802,Nexmark_CountMinBuild_1_100_uint64_1sec,64.289359019,2861931.178153811,2862006.230529595,3.5584175824175825e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,106363746.81078677,Nexmark_CountMinBuild_1_100_uint64_1sec,62.789389,2930299.592499618,2923992.75477707,4.1014850863422295e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,111262146.84686823,Nexmark_CountMinBuild_1_100_uint64_1sec,60.025038733,3065249.517262648,3059920.0,4.277540031397174e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,119643533.98925954,Nexmark_CountMinBuild_1_100_uint64_1sec,55.820105369,3296155.028438567,3289254.4802867384,4.52741601255887e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,84460873.78616236,Nexmark_CountMinBuild_1_100_uint64_1sec,79.072289625,2326879.895252559,2322243.7848101268,6.459996860282574e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,80740420.167506,Nexmark_CountMinBuild_1_100_uint64_1sec,82.71587713,2224382.1547201914,2221346.2469733655,6.613359497645213e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 100, uint64)",1,83915877.75311981,Nexmark_CountMinBuild_1_100_uint64_1sec,79.585828723,2311865.365382909,2307963.17839196,6.720138147566719e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,100944711.2757714,Nexmark_CountMinBuild_5_100_uint64_1sec,66.160124583,2781006.265627213,2781290.909090909,3.583481946624804e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,100784888.15633005,Nexmark_CountMinBuild_5_100_uint64_1sec,66.265040287,2776603.1711912476,2774138.9728096677,3.571576138147567e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,100859337.85481788,Nexmark_CountMinBuild_5_100_uint64_1sec,66.216126499,2778654.245243093,2772899.4712990937,3.637948194662481e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,117813377.990848,Nexmark_CountMinBuild_5_100_uint64_1sec,56.687235252,3245734.60289737,3243293.2862190814,4.829111459968603e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,115003275.44735253,Nexmark_CountMinBuild_5_100_uint64_1sec,58.072386617,3168316.849339521,3161614.5517241377,4.379494505494506e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,110206989.88125074,Nexmark_CountMinBuild_5_100_uint64_1sec,60.59973765,3036180.1574565065,3035516.5562913907,4.3567770800627947e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,87396055.97408818,Nexmark_CountMinBuild_5_100_uint64_1sec,76.416659763,2407743.5675759087,2402012.879581152,6.624948194662481e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,84311746.21138932,Nexmark_CountMinBuild_5_100_uint64_1sec,79.212149838,2322771.460896958,2320305.5555555555,6.934213500784929e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 100, uint64)",1,81870411.83977872,Nexmark_CountMinBuild_5_100_uint64_1sec,81.574216178,2255513.195474887,2252759.2137592137,6.451692307692308e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,86513712.70541058,Nexmark_CountMinBuild_10_100_uint64_1sec,77.196024366,2383435.189973809,2382582.9015544043,3.531298273155416e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,87111265.19151872,Nexmark_CountMinBuild_10_100_uint64_1sec,76.666486927,2399897.639436545,2397248.041775457,3.4530235478806904e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,86523890.12240931,Nexmark_CountMinBuild_10_100_uint64_1sec,77.186944144,2383715.575742252,2382580.310880829,3.6611789638932497e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,112791763.21557051,Nexmark_CountMinBuild_10_100_uint64_1sec,59.211014028,3107390.1371287624,3102219.5945945946,4.5046875981161695e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,112603281.31900041,Nexmark_CountMinBuild_10_100_uint64_1sec,59.310124854,3102197.499211489,3095106.8181818184,4.3709167974882266e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,116520803.72365122,Nexmark_CountMinBuild_10_100_uint64_1sec,57.316071127,3210124.444718379,3207318.1818181816,4.5570800627943486e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,77620574.28860755,Nexmark_CountMinBuild_10_100_uint64_1sec,86.040521282,2138431.035267237,2134839.1860465114,6.811629513343799e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,84592819.82177515,Nexmark_CountMinBuild_10_100_uint64_1sec,78.948954392,2330514.981698657,2328304.35443038,7.137560439560439e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",1,87114427.44583105,Nexmark_CountMinBuild_10_100_uint64_1sec,76.663703933,2399984.7588997134,2399442.4083769633,6.682841444270017e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,103196608.06692785,Nexmark_CountMinBuild_1_1000_uint64_1sec,64.716416548,2843045.5642353715,2838938.2716049384,4.751621664050236e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,103922159.41868715,Nexmark_CountMinBuild_1_1000_uint64_1sec,64.264587181,2863034.356414533,2859401.8691588785,3.5460345368916797e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,98302373.55194215,Nexmark_CountMinBuild_1_1000_uint64_1sec,67.938488489,2708210.3987313514,2702299.1911764704,3.548602825745683e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,117980518.00997968,Nexmark_CountMinBuild_1_1000_uint64_1sec,56.606927878,3250339.2764317007,3240762.7208480565,4.5396075353218217e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,105858147.64147903,Nexmark_CountMinBuild_1_1000_uint64_1sec,63.089283374,2916370.4382133726,2911177.777777778,4.267734693877551e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,102967504.88459082,Nexmark_CountMinBuild_1_1000_uint64_1sec,64.860410879,2836733.8181567304,2829854.089506173,4.2626153846153854e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,84369845.55106173,Nexmark_CountMinBuild_1_1000_uint64_1sec,79.157602226,2324372.0858887555,2316742.222222222,7.024875981161696e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,80962036.71327193,Nexmark_CountMinBuild_1_1000_uint64_1sec,82.489459815,2230487.6454839227,2226106.432038835,8.347518053375196e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",1,82853000.21336332,Nexmark_CountMinBuild_1_1000_uint64_1sec,80.606793439,2282583.3053294397,2277546.4516129033,6.842874411302983e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,98583570.9957068,Nexmark_CountMinBuild_5_1000_uint64_1sec,67.744702353,2715957.3311174517,2711911.5044247787,3.5963186813186815e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,98528486.7411556,Nexmark_CountMinBuild_5_1000_uint64_1sec,67.782576338,2714439.771107539,2713171.091445428,3.7416781789638934e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,99881473.78622545,Nexmark_CountMinBuild_5_1000_uint64_1sec,66.86439858,2751714.2890302506,2747095.8083832334,3.524263736263737e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,111925944.41342983,Nexmark_CountMinBuild_5_1000_uint64_1sec,59.669049111,3083537.0052190274,3083281.879194631,4.397397174254318e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,115747518.48767895,Nexmark_CountMinBuild_5_1000_uint64_1sec,57.698987946,3188820.5937372125,3188906.25,4.53947409733124e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,112182231.02466914,Nexmark_CountMinBuild_5_1000_uint64_1sec,59.532731815,3090597.6492353915,3087084.175084175,4.499229199372057e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,85577616.3885152,Nexmark_CountMinBuild_5_1000_uint64_1sec,78.040438094,2357645.9268255425,2351986.6794871795,7.555843014128728e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,83386404.62827714,Nexmark_CountMinBuild_5_1000_uint64_1sec,80.091169583,2297278.4884771337,2289979.675810474,7.226439560439561e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",1,86644959.31820415,Nexmark_CountMinBuild_5_1000_uint64_1sec,77.079090654,2387051.007463485,2380739.337662338,8.758086342229199e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,83436018.03957747,Nexmark_CountMinBuild_10_1000_uint64_1sec,80.043545113,2298645.3278681384,2294891.6125,4.0196295133437996e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,84000736.56357887,Nexmark_CountMinBuild_10_1000_uint64_1sec,79.505429919,2314203.2083525676,2310997.487437186,4.525054945054946e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,83433237.32897876,Nexmark_CountMinBuild_10_1000_uint64_1sec,80.04621285,2298568.7198566822,2298705.0,3.5766593406593407e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,114313439.31504756,Nexmark_CountMinBuild_10_1000_uint64_1sec,58.422830369,3149312.004192605,3148544.520547945,4.721047095761382e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,111541831.95372207,Nexmark_CountMinBuild_10_1000_uint64_1sec,59.874529197,3072954.785074433,3065532.8333333335,5.139006279434851e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,114541844.48972324,Nexmark_CountMinBuild_10_1000_uint64_1sec,58.306330789,3155604.520302136,3150226.8041237113,5.161755102040816e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,78872842.6209146,Nexmark_CountMinBuild_10_1000_uint64_1sec,84.674451333,2172930.77313739,2169176.6548463358,7.36332967032967e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,82113902.85991576,Nexmark_CountMinBuild_10_1000_uint64_1sec,81.332325482,2262221.3235587366,2256535.257985258,8.249918367346939e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",1,87227410.35848391,Nexmark_CountMinBuild_10_1000_uint64_1sec,76.564403856,2403097.415164964,2401253.926701571,7.64882103610675e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
