dataset,statistic_type,statistic_config,build_window_size_sec,bytesPerSecond,query_name,time,tuplesPerSecond,tuplesPerSecond_listener,latency_listener,executionMode,numberOfWorkerThreads,buffersInGlobalBufferManager,joinStrategy,bufferSizeInBytes,pageSize,enableLatency,issue
Nexmark,CountMin,"(10, 100, uint64)",30,107502501.94871414,Nexmark_CountMinBuild_10_100_uint64_30sec,62.124272021,2961672.0649507954,2959925.806451613,4.754456828885401e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",30,113469462.88206016,Nexmark_CountMinBuild_10_100_uint64_30sec,58.857374525,3126060.6251107664,3126170.068027211,4.611616954474098e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",30,114766252.48092245,Nexmark_CountMinBuild_10_100_uint64_30sec,58.192321607,3161786.9148198324,3156017.182130584,4.45770486656201e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",30,79337054.70101008,Nexmark_CountMinBuild_10_100_uint64_30sec,84.179009407,2185719.7215330973,2183211.401425178,7.095153846153847e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",30,77438326.31415564,Nexmark_CountMinBuild_10_100_uint64_30sec,86.243014175,2133410.140636472,2130914.1531322505,7.35001098901099e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 100, uint64)",30,82865064.89071183,Nexmark_CountMinBuild_10_100_uint64_30sec,80.595057553,2282915.6847366905,2276835.5459057074,6.887434850863424e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,104359859.55174108,Nexmark_CountMinBuild_1_1000_uint64_30sec,63.995052338,2875092.9060612153,2868786.390625,4.006233908948195e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,105053513.17321406,Nexmark_CountMinBuild_1_1000_uint64_30sec,63.572501978,2894202.9222583133,2892091.1949685533,4.191571428571429e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,105571705.7932598,Nexmark_CountMinBuild_1_1000_uint64_30sec,63.260460024,2908479.023551149,2903335.4430379746,4.058304552590267e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,105390424.20320165,Nexmark_CountMinBuild_1_1000_uint64_30sec,63.369274054,2903484.75261389,2900312.3028391167,4.852681318681318e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,103934841.23599342,Nexmark_CountMinBuild_1_1000_uint64_30sec,64.256745809,2863383.7379021076,2855732.453416149,4.622668759811617e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,106169833.78789286,Nexmark_CountMinBuild_1_1000_uint64_30sec,62.904070165,2924957.3281567004,2923095.541401274,4.061957613814757e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,77754896.71356067,Nexmark_CountMinBuild_1_1000_uint64_30sec,85.891885351,2142131.590756354,2141156.1771561773,7.448492935635793e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,77956677.11271355,Nexmark_CountMinBuild_1_1000_uint64_30sec,85.66956573,2147690.599715148,2142878.329439252,6.828656200941915e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 1000, uint64)",30,85097872.68420479,Nexmark_CountMinBuild_1_1000_uint64_30sec,78.480395142,2344429.0853415183,2340031.173469388,7.134609105180535e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,102542733.1238142,Nexmark_CountMinBuild_5_1000_uint64_30sec,65.12908785,2825031.4425369306,2824563.076923077,3.7906059654631084e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,101970329.37565859,Nexmark_CountMinBuild_5_1000_uint64_30sec,65.494685708,2809261.8356900658,2805969.418960245,3.75852590266876e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,102326161.9786819,Nexmark_CountMinBuild_5_1000_uint64_30sec,65.266932179,2819064.9515345288,2813757.6687116562,3.7030518053375196e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,110010765.10286856,Nexmark_CountMinBuild_5_1000_uint64_30sec,60.707828618,3030774.204720049,3030125.412541254,4.4927189952904244e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,106623262.00288525,Nexmark_CountMinBuild_5_1000_uint64_30sec,62.636563059,2937449.1832620273,2937750.7987220446,4.788059654631084e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,107382599.37509176,Nexmark_CountMinBuild_5_1000_uint64_30sec,62.193639499,2958368.773433148,2953546.623794212,4.360729984301413e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,84510809.53811856,Nexmark_CountMinBuild_5_1000_uint64_30sec,79.025567386,2328255.615063076,2323321.139240506,7.068775510204083e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,80404091.25358023,Nexmark_CountMinBuild_5_1000_uint64_30sec,83.061876204,2215116.3615437276,2211661.795180723,6.924568288854004e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 1000, uint64)",30,79371558.78920755,Nexmark_CountMinBuild_5_1000_uint64_30sec,84.142415443,2186670.3021455356,2184345.238095238,6.918985871271585e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,87799406.63666189,Nexmark_CountMinBuild_10_1000_uint64_30sec,76.065601464,2418855.7962968163,2415810.5263157897,3.7638932496075356e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,87166876.95107344,Nexmark_CountMinBuild_10_1000_uint64_30sec,76.617574331,2401429.7321020206,2398336.81462141,3.760590266875981e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,87341928.98178592,Nexmark_CountMinBuild_10_1000_uint64_30sec,76.464016216,2406252.3799462677,2403876.9633507854,3.840849293563579e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,106918865.7154481,Nexmark_CountMinBuild_10_1000_uint64_30sec,62.463388751,2945593.0054235877,2938268.75,5.035023547880691e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,106618384.80202663,Nexmark_CountMinBuild_10_1000_uint64_30sec,62.639428335,2937314.817370292,2938733.9743589745,4.6610753532182105e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,114484959.52827312,Nexmark_CountMinBuild_10_1000_uint64_30sec,58.335301873,3154037.3511833837,3154563.5738831614,4.712133437990581e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,87488029.93788643,Nexmark_CountMinBuild_10_1000_uint64_30sec,76.336324852,2410277.4315729905,2404982.2513089003,7.60286656200942e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,81194264.79239973,Nexmark_CountMinBuild_10_1000_uint64_30sec,82.253527279,2236885.481833611,2230471.6545012165,7.44580376766091e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 1000, uint64)",30,82592447.36507699,Nexmark_CountMinBuild_10_1000_uint64_30sec,80.861082182,2275405.1273500924,2268809.0346534653,7.242967032967034e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,103396138.74386296,Nexmark_CountMinBuild_1_10000_uint64_30sec,64.591528805,2848542.593804612,2842972.13622291,4.388507064364207e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,104744503.36584376,Nexmark_CountMinBuild_1_10000_uint64_30sec,63.760049066,2885689.764911324,2882595.6112852665,3.972076923076924e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,104244245.53245883,Nexmark_CountMinBuild_1_10000_uint64_30sec,64.066027241,2871907.7633434366,2870090.625,3.8943076923076925e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,103962430.14629818,Nexmark_CountMinBuild_1_10000_uint64_30sec,64.239693749,2864143.806770003,2864127.7258566977,4.80207535321821e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,105704399.85747197,Nexmark_CountMinBuild_1_10000_uint64_30sec,63.181047175,2912134.718033027,2903683.3069620254,1.208896546310832e-06,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,97867731.31962101,Nexmark_CountMinBuild_1_10000_uint64_30sec,68.240211395,2696236.093627945,2691987.4633431085,4.873777080062795e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,82404935.98342694,Nexmark_CountMinBuild_1_10000_uint64_30sec,81.045080544,2270239.2269214843,2269780.24691358,7.442657770800628e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,81315099.11912204,Nexmark_CountMinBuild_1_10000_uint64_30sec,82.131298447,2240214.4429596635,2237963.4146341463,7.623447409733125e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(1, 10000, uint64)",30,85512063.67637865,Nexmark_CountMinBuild_1_10000_uint64_30sec,78.100263131,2355839.9629382165,2348907.544757033,8.201703296703296e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,100943766.20069449,Nexmark_CountMinBuild_5_10000_uint64_30sec,66.160744,2780980.2290010527,2773730.891238671,3.738593406593407e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,100700109.96227005,Nexmark_CountMinBuild_5_10000_uint64_30sec,66.320828016,2774267.5491869873,2767484.487951807,3.903604395604396e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,100683412.89851715,Nexmark_CountMinBuild_5_10000_uint64_30sec,66.331826482,2773807.5484764245,2771619.335347432,3.883350078492936e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,103211688.53626575,Nexmark_CountMinBuild_5_10000_uint64_30sec,64.706960701,2843461.028098582,2839074.984520124,4.998507064364207e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,106507651.43342966,Nexmark_CountMinBuild_5_10000_uint64_30sec,62.704552998,2934264.1355862715,2928956.1146496814,5.000781789638932e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,110977620.9529903,Nexmark_CountMinBuild_5_10000_uint64_30sec,60.178931722,3057410.8867528625,3051626.993355482,4.808050235478807e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,87815796.24570382,Nexmark_CountMinBuild_5_10000_uint64_30sec,76.051404867,2419307.3266926217,2420568.4210526315,9.398777080062795e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,82717769.53911324,Nexmark_CountMinBuild_5_10000_uint64_30sec,80.738572996,2278857.7277569105,2275094.230769231,8.479367346938776e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(5, 10000, uint64)",30,85407302.45013018,Nexmark_CountMinBuild_5_10000_uint64_30sec,78.196061489,2352953.81246129,2346703.132992327,8.125128728414443e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,84254639.35515118,Nexmark_CountMinBuild_10_10000_uint64_30sec,79.265838951,2321198.1786219245,2316478.211586902,4.311158555729984e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,84269735.9593588,Nexmark_CountMinBuild_10_10000_uint64_30sec,79.251638776,2321614.086997514,2321267.6767676766,3.7037880690737835e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,84483346.35304397,Nexmark_CountMinBuild_10_10000_uint64_30sec,79.051256399,2327499.0098997024,2326086.075949367,3.8026357927786503e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,100109499.26438382,Nexmark_CountMinBuild_10_10000_uint64_30sec,66.712097484,2757996.3445779523,2756258.2582582585,5.035761381475668e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,108852622.76836716,Nexmark_CountMinBuild_10_10000_uint64_30sec,61.353732268,2998867.618946203,2997676.470588235,4.850128728414443e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,112176602.20152965,Nexmark_CountMinBuild_10_10000_uint64_30sec,59.535719062,3090442.5763026825,3092269.3602693602,4.83406279434851e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,76627344.40203416,Nexmark_CountMinBuild_10_10000_uint64_30sec,87.155763078,2111067.7538941023,2109040.6536697247,9.103282574568289e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,77514258.47762668,Nexmark_CountMinBuild_10_10000_uint64_30sec,86.158531413,2135502.0562971025,2131876.6821345706,7.715648351648352e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,CountMin,"(10, 10000, uint64)",30,84307275.2968596,Nexmark_CountMinBuild_10_10000_uint64_30sec,79.216350552,2322648.2881109538,2316741.72979798,9.477609105180533e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,132298800.20609269,Nexmark_ReservoirBuild_100_60sec,50.480538475,3644805.038898706,3641126.984126984,3.60519623233909e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,131725755.53716968,Nexmark_ReservoirBuild_100_60sec,50.700143239,3629017.7748150486,3617408.3661417323,3.9165557299843017e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,133637664.59400071,Nexmark_ReservoirBuild_100_60sec,49.974793366,3681690.480488859,3675880.0,3.7650423861852435e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,117540292.01826209,Nexmark_ReservoirBuild_100_60sec,56.81893893,3238211.1398925413,3229358.6267605633,4.305194662480377e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,117994405.10431588,Nexmark_ReservoirBuild_100_60sec,56.600265649,3250721.8630563216,3251312.0567375887,4.4933202511773943e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,117215590.14695556,Nexmark_ReservoirBuild_100_60sec,56.97633451,3229265.669375543,3219010.0,4.5777959183673473e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,85532524.03526835,Nexmark_ReservoirBuild_100_60sec,78.081580654,2356403.6416644235,2352371.794871795,6.648609105180535e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,81626635.25308402,Nexmark_ReservoirBuild_100_60sec,81.817836216,2248797.200090452,2246889.975550122,6.549439560439561e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,100,60,79652431.79714872,Nexmark_ReservoirBuild_100_60sec,83.845709708,2194408.2963906825,2189569.749403341,6.743558869701728e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,131257121.0934435,Nexmark_ReservoirBuild_500_60sec,50.88116072,3616106.9912007307,3610240.157480315,3.8072511773940345e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,131511749.4557087,Nexmark_ReservoirBuild_500_60sec,50.78264643,3623121.9507951112,3623426.877470356,3.5764521193092624e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,131495658.87943992,Nexmark_ReservoirBuild_500_60sec,50.788860491,3622678.6586913895,3622861.6600790513,3.59769387755102e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,119456554.82638791,Nexmark_ReservoirBuild_500_60sec,55.907477691,3291003.7905290625,3290218.6379928314,4.707067503924647e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,105054018.88008532,Nexmark_ReservoirBuild_500_60sec,63.572195954,2894216.8543797666,2889401.650943396,4.510800627943485e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,98964552.25170968,Nexmark_ReservoirBuild_500_60sec,67.483907339,2726453.2872367976,2721905.697329377,4.2661711145996864e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,82371654.96616136,Nexmark_ReservoirBuild_500_60sec,81.077825579,2269322.341664473,2263873.888888889,6.943368916797488e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,79515653.23695596,Nexmark_ReservoirBuild_500_60sec,83.989936599,2190640.0748752397,2187383.3333333335,7.158836734693878e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,500,60,86249978.17275624,Nexmark_ReservoirBuild_500_60sec,77.432073787,2376169.35723721,2369526.7441860465,8.008540031397175e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,131340921.00081252,Nexmark_ReservoirBuild_1000_60sec,50.848696835,3618415.661605618,3613555.1181102362,3.4834191522762954e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,131652626.17393321,Nexmark_ReservoirBuild_1000_60sec,50.728305755,3627003.0757308505,3617417.322834646,3.555720565149137e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,132238077.24664126,Nexmark_ReservoirBuild_1000_60sec,50.503718846,3643132.1337155853,3635607.1428571427,3.571861852433281e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,110026269.02381784,Nexmark_ReservoirBuild_1000_60sec,60.699274212,3031201.334589032,3025494.141914191,4.5156295133438e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,110854904.97368437,Nexmark_ReservoirBuild_1000_60sec,60.245549582,3054030.08648082,3052594.684385382,4.57985557299843e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,109637214.6890108,Nexmark_ReservoirBuild_1000_60sec,60.914669284,3020482.9667905252,3015098.6842105263,4.592138147566719e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,82263170.50794688,Nexmark_ReservoirBuild_1000_60sec,81.184746865,2266333.6169041097,2260351.84729064,7.022119309262167e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,82932941.640954,Nexmark_ReservoirBuild_1000_60sec,80.529094252,2284785.6754011665,2277538.089330025,7.343436420722135e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,Reservoir,1000,60,87261416.3202683,Nexmark_ReservoirBuild_1000_60sec,76.534566543,2404034.27249603,2402002.617801047,6.917500784929356e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,130415719.09715186,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,51.209430276,3592926.5373262754,3590773.4375,3.731629513343799e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,130764773.50273392,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,51.072735379,3602542.9152097735,3601576.470588235,4.098789638932496e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,130934682.05152062,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,51.006460392,3607223.8611730407,3604286.274509804,3.986342229199372e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,111905717.74869092,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,59.679834135,3082979.764719147,3076257.197986577,4.332634222919938e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,122945769.98951711,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,54.320817012,3387130.9586406704,3387863.4686346864,4.628276295133438e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,103318241.05888955,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,64.640228149,2846396.5284263375,2839484.9690402476,4.6064740973312407e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,91749427.1282354,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,72.790805164,2527678.0574890026,2525032.967032967,6.39658398744113e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,80859322.54581647,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,82.594244717,2227657.8910604147,2225823.244552058,8.293627943485087e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(100, 0, 100000, uint64)",60,79846846.85480413,Nexmark_EquiWidthHistogramBuild_100_0_100000_uint64_60sec,83.641558021,2199764.391689176,2197174.6411483255,6.83395918367347e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,130607586.4286359,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,51.134201746,3598212.4432869013,3596611.7647058824,3.807076923076923e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,130910518.51219565,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,51.015875194,3606558.1605789904,3596071.4509803923,3.7021758241758243e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,130613910.24317877,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,51.131726028,3598386.663091427,3586947.83203125,3.7550361067503927e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,104195764.33051121,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,64.095836495,2870572.1160898316,2870468.75,4.563565149136578e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,107449648.62781458,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,62.154830279,2960215.9667092604,2953118.488745981,4.464712715855573e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,99801373.00170979,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,66.918064082,2749507.5287076505,2745907.1856287424,4.7326436420722136e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,77809033.69742236,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,85.832124583,2143623.053651425,2139882.6223776224,6.615053375196232e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,86159353.443926,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,77.513518928,2373672.664389091,2370253.2299741604,6.761675039246468e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(500, 0, 100000, uint64)",60,83355277.96668935,Nexmark_EquiWidthHistogramBuild_500_0_100000_uint64_60sec,80.121077356,2296420.955280895,2296380.0,6.283161695447411e-07,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,130844813.0266303,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,51.041493503,3604747.987814772,3602113.725490196,3.969227629513344e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,132483049.82431842,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,50.410333117,3649881.0784083474,3645583.3333333335,5.923238618524333e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,131770805.28297786,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,50.682809896,3630258.886149898,3619049.783464567,3.997312401883831e-07,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
Nexmark,EquiWidthHistogram,"(1000, 0, 100000, uint64)",60,107917022.15582334,Nexmark_EquiWidthHistogramBuild_1000_0_100000_uint64_60sec,61.885646403,2973092.0123520065,2970394.8220064724,4.535510204081633e-07,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
